,"Цена, р./кг",Сталь,"Цена, р./м2",Доп. размер,"Цена, р./пог.м",Размер,"Цена, р./шт.",Наименование,ГОСТ,"Цена, р./т"
410,,С255,,12,,40Ш1 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,76 700 1-5т
411,,С355,,12,,50Ш1 ,,Балка  , ,82 600 1-5т
412,,С355,,10.5,,50Ш2 ,,Балка  , ,87 600 1-5т
413,,С255,,12,,55Б3 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,76 700 1-5т
414,,С255,,12,,55Б2 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,76 700 1-5т
415,,С255,,12,,55Б1 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,76 700 1-5т
416,,С355,,12,,55Б2 ,,Балка  , ,82 600 1-5т
417,,С355,,12,,55Б1 ,,Балка  , ,82 600 1-5т
418,,С255,,12,,50Ш4 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,81 700 1-5т
419,,С255,,12,,50Ш3 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,81 700 1-5т
420,,С355,,12,,50Ш2 ,,Балка  , ,87 600 1-5т
421,,С255,,12,,50Ш2 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,81 700 1-5т
422,,С255,,12,,50Ш1 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,76 700 1-5т
423,,С255,,12,,50Б3 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,76 700 1-5т
424,,С255,,12,,50Б2 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,76 700 1-5т
425,,С255,,12,,50Б1 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,76 700 1-5т
426,,С355,,12,,50Ш5 ,,Балка  , ,87 600 1-5т
427,,С355,,12,,50Ш4 ,,Балка  , ,87 600 1-5т
428,,С355,,12,,50Ш3 ,,Балка  , ,87 600 1-5т
429,,С255,,н/д,,50Ш1 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ,79 400 1-5т
430,,С255,,12,,40К5 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,97 700 1-5т
431,,С255,,12,,40К4 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,97 700 1-5т
432,,С255,,12,,40К3 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,97 700 1-5т
433,,С255,,12,,35Б2 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,79 400 1-5т
434,,ст3,,н/д,,35Б1 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ,82 400 1-5т
435,,С255,,12,,35Б1 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,79 700 1-5т
436,,С355,,12,,35Ш3 ,,Балка  , ,83 600 1-5т
437,,С355,,12,,35Ш2 ,,Балка  , ,83 600 1-5т
438,,С355,,12,,35Ш1 ,,Балка  , ,83 600 1-5т
439,,С355,,12,,35К3 ,,Балка  , ,88 500 1-5т
440,,С255,,12,,35К1 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,77 700 1-5т
441,,С355,,12,,35К2 ,,Балка  , ,88 500 1-5т
442,,С355,,12,,35К1 ,,Балка  , ,83 600 1-5т
443,,С255,,12,,30Ш3 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,77 700 1-5т
444,,С255,,12,,30Ш2 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,77 700 1-5т
445,,С255,,12,,30М ,,Балка  , ГОСТ 19425-74 ,133 990 1-5т
446,,С255,,8-11,,80Ш2 ,,Балка  , ГОСТ Р 57837-2017 ,55 000 
447,,С255,,12,,30К4 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,77 700 1-5т
448,,С255,,12,,30К3 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,77 700 1-5т
449,,С345,,12,,35К1 ,,Балка  , ,83 600 1-5т
450,,С255,,12,,35К2 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,82 600 1-5т
451,,С255,,12,,35Ш1 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,77 200 1-5т
452,,С255,,12,,35Ш2 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,77 700 1-5т
453,,С255,,12,,40К2 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,97 700 1-5т
454,,С255,,12,,40К1 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,96 200 1-5т
455,,ст3,,н/д,,40Б2 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,80 400 1-5т
456,,С255,,12,,40Б2 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,77 700 1-5т
457,,ст3,,н/д,,40Б1 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,80 400 1-5т
458,,С255,,12,,40Б1 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,77 700 1-5т
459,,С355,,12,,40Ш4 ,,Балка  , ,82 600 1-5т
460,,С355,,12,,40Ш3 ,,Балка  , ,82 600 1-5т
461,,С355,,12,,40Ш2 ,,Балка  , ,82 600 1-5т
462,,С355,,12,,40Ш1 ,,Балка  , ,82 600 1-5т
463,,С355,,12,,40К5 ,,Балка  , ,103 600 1-5т
464,,С355,,12,,40К3 ,,Балка  , ,103 600 1-5т
465,,С355,,12,,40К2 ,,Балка  , ,103 600 1-5т
466,,С355,,12,,40Б2 ,,Балка  , ,83 600 1-5т
467,,С255,,12,,36М ,,Балка  , ГОСТ 19425-74 ,133 990 1-5т
468,,С355,,12,,36М ,,Балка  , ,141 990 1-5т
469,,С255,,12,,35Ш3 ,,Балка  , СТО АСЧМ 20-93 ГОСТ Р 57837-2017 ГОСТ 35087-2024 ,77 700 1-5т
470,,С355,,12,,60Б2 ,,Балка  , ,87 600 1-5т
471,,С255,,,,35Ш2 ,,Балка  , ,55 000 
472,,ст3,,,,35Ш1 ,,Балка  сварная, ,звоните 
473,,ст3,,,,100БС2 ,,Балка  сварная, ,звоните 
474,,ст3,,,,70БС4 ,,Балка  сварная, ,звоните 
475,,ст3,,,,70БС5 ,,Балка  сварная, ,звоните 
476,,09Г2С,,,,70БС5 ,,Балка  сварная, ,звоните 
477,,ст3,,,,70БС6 ,,Балка  сварная, ,звоните 
478,,09Г2С,,,,70БС6 ,,Балка  сварная, ,звоните 
479,,ст3,,,,70Ш1 ,,Балка  сварная, ,звоните 
480,,09Г2С,,,,70Ш1 ,,Балка  сварная, ,звоните 
481,,ст3,,,,70Ш2 ,,Балка  сварная, ,звоните 
482,,09Г2С,,,,70Ш2 ,,Балка  сварная, ,звоните 
483,,ст3,,,,70Ш3 ,,Балка  сварная, ,звоните 
484,,09Г2С,,,,70Ш3 ,,Балка  сварная, ,звоните 
485,,ст3,,,,80Ш1 ,,Балка  сварная, ,звоните 
486,,09Г2С,,,,80Ш1 ,,Балка  сварная, ,звоните 
487,,ст3,,,,80Б1 ,,Балка  сварная, ,звоните 
488,,09Г2С,,,,80Б1 ,,Балка  сварная, ,звоните 
489,,09Г2С,,,,70БС3 ,,Балка  сварная, ,звоните 
490,,ст3,,,,70БС3 ,,Балка  сварная, ,звоните 
491,,09Г2С,,,,70БС2 ,,Балка  сварная, ,звоните 
492,,ст3,,,,70БС2 ,,Балка  сварная, ,звоните 
493,,ст3,,,,60БС5 ,,Балка  сварная, ,звоните 
494,,09Г2С,,,,60БС5 ,,Балка  сварная, ,звоните 
495,,ст3,,,,60Ш1 ,,Балка  сварная, ,звоните 
496,,09Г2С,,,,60Ш1 ,,Балка  сварная, ,звоните 
497,,ст3,,,,60Ш2 ,,Балка  сварная, ,звоните 
498,,09Г2С,,,,60Ш2 ,,Балка  сварная, ,звоните 
499,,ст3,,,,70Б0 ,,Балка  сварная, ,звоните 
500,,ст3,,,,80Б2 ,,Балка  сварная, ,звоните 
501,,09Г2С,,,,70Б0 ,,Балка  сварная, ,звоните 
502,,09Г2С,,,,70Б1 ,,Балка  сварная, ,звоните 
503,,ст3,,,,70Б2 ,,Балка  сварная, ,звоните 
504,,09Г2С,,,,70Б2 ,,Балка  сварная, ,звоните 
505,,ст3,,,,70БС ,,Балка  сварная, ,звоните 
506,,09Г2С,,,,70БС ,,Балка  сварная, ,звоните 
507,,ст3,,,,70БС1 ,,Балка  сварная, ,звоните 
508,,09Г2С,,,,70БС1 ,,Балка  сварная, ,звоните 
509,,ст3,,,,70Б1 ,,Балка  сварная, ,звоните 
510,,09Г2С,,,,60БС4 ,,Балка  сварная, ,звоните 
511,,09Г2С,,,,80Б2 ,,Балка  сварная, ,звоните 
512,,09Г2С,,,,80БС1 ,,Балка  сварная, ,звоните 
513,,09Г2С,,,,100Б1 ,,Балка  сварная, ,звоните 
514,,ст3,,,,100Б2 ,,Балка  сварная, ,звоните 
515,,09Г2С,,,,100Б2 ,,Балка  сварная, ,звоните 
516,,ст3,,,,100Б3 ,,Балка  сварная, ,звоните 
517,,09Г2С,,,,100Б3 ,,Балка  сварная, ,звоните 
518,,ст3,,,,100Б4 ,,Балка  сварная, ,звоните 
519,,09Г2С,,,,100Б4 ,,Балка  сварная, ,звоните 
520,,ст3,,,,100Ш1 ,,Балка  сварная, ,звоните 
521,,09Г2С,,,,100Ш1 ,,Балка  сварная, ,звоните 
522,,ст3,,,,100Ш2 ,,Балка  сварная, ,звоните 
523,,09Г2С,,,,100Ш2 ,,Балка  сварная, ,звоните 
524,,ст3,,,,100Ш3 ,,Балка  сварная, ,звоните 
525,,09Г2С,,,,100Ш3 ,,Балка  сварная, ,звоните 
526,,ст3,,,,100Ш4 ,,Балка  сварная, ,звоните 
527,,09Г2С,,,,100Ш4 ,,Балка  сварная, ,звоните 
528,,ст3,,,,100Б1 ,,Балка  сварная, ,звоните 
529,,09Г2С,,,,100БС3 ,,Балка  сварная, ,звоните 
530,,ст3,,,,100БС3 ,,Балка  сварная, ,звоните 
531,,09Г2С,,,,100БС2 ,,Балка  сварная, ,звоните 
532,,ст3,,,,80БС2 ,,Балка  сварная, ,звоните 
533,,09Г2С,,,,80БС2 ,,Балка  сварная, ,звоните 
534,,ст3,,,,90Ш1 ,,Балка  сварная, ,звоните 
535,,09Г2С,,,,90Ш1 ,,Балка  сварная, ,звоните 
536,,ст3,,,,90Ш2 ,,Балка  сварная, ,звоните 
537,,09Г2С,,,,90Ш2 ,,Балка  сварная, ,звоните 
538,,ст3,,,,90Б1 ,,Балка  сварная, ,звоните 
539,,ст3,,,,80БС1 ,,Балка  сварная, ,звоните 
540,,09Г2С,,,,90Б1 ,,Балка  сварная, ,звоните 
541,,09Г2С,,,,90Б2 ,,Балка  сварная, ,звоните 
542,,ст3,,,,90БС1 ,,Балка  сварная, ,звоните 
543,,09Г2С,,,,90БС1 ,,Балка  сварная, ,звоните 
544,,ст3,,,,90БС2 ,,Балка  сварная, ,звоните 
545,,09Г2С,,,,90БС2 ,,Балка  сварная, ,звоните 
546,,ст3,,,,100БС1 ,,Балка  сварная, ,звоните 
547,,09Г2С,,,,100БС1 ,,Балка  сварная, ,звоните 
548,,ст3,,,,90Б2 ,,Балка  сварная, ,звоните 
549,,ст3,,,,60БС4 ,,Балка  сварная, ,звоните 
550,,09Г2С,,,,70БС4 ,,Балка  сварная, ,звоните 
551,,ст3,,,,60БС3 ,,Балка  сварная, ,звоните 
552,,09Г2С,,,,40Ш2 ,,Балка  сварная, ,звоните 
553,,ст3,,,,40Ш3 ,,Балка  сварная, ,звоните 
554,,09Г2С,,,,40Ш3 ,,Балка  сварная, ,звоните 
555,,ст3,,,,40Б1 ,,Балка  сварная, ,звоните 
556,,09Г2С,,,,40Б1 ,,Балка  сварная, ,звоните 
557,,ст3,,,,40Б2 ,,Балка  сварная, ,звоните 
558,,09Г2С,,,,40Б2 ,,Балка  сварная, ,звоните 
559,,ст3,,,,40Ш2 ,,Балка  сварная, ,звоните 
560,,ст3,,,,45Б1 ,,Балка  сварная, ,звоните 
561,,ст3,,,,45Б2 ,,Балка  сварная, ,звоните 
562,,09Г2С,,,,45Б2 ,,Балка  сварная, ,звоните 
563,,ст3,,,,45БС1 ,,Балка  сварная, ,звоните 
564,,09Г2С,,,,45БС1 ,,Балка  сварная, ,звоните 
565,,ст3,,,,45БС2 ,,Балка  сварная, ,звоните 
566,,09Г2С,,,,45БС2 ,,Балка  сварная, ,звоните 
567,,ст3,,,,45Ш1 ,,Балка  сварная, ,звоните 
568,,09Г2С,,,,45Б1 ,,Балка  сварная, ,звоните 
569,,09Г2С,,,,45Ш1 ,,Балка  сварная, ,звоните 
570,,09Г2С,,,,40Ш1 ,,Балка  сварная, ,звоните 
571,,09Г2С,,,,40К3 ,,Балка  сварная, ,звоните 
572,,09Г2С,,,,35Ш1 ,,Балка  сварная, ,звоните 
573,,ст3,,,,35Ш2 ,,Балка  сварная, ,звоните 
574,,09Г2С,,,,35Ш2 ,,Балка  сварная, ,звоните 
575,,ст3,,,,35Ш3 ,,Балка  сварная, ,звоните 
576,,09Г2С,,,,35Ш3 ,,Балка  сварная, ,звоните 
577,,ст3,,,,35К1 ,,Балка  сварная, ,звоните 
578,,09Г2С,,,,35К1 ,,Балка  сварная, ,звоните 
579,,ст3,,,,40Ш1 ,,Балка  сварная, ,звоните 
580,,ст3,,,,35К2 ,,Балка  сварная, ,звоните 
581,,ст3,,,,35К3 ,,Балка  сварная, ,звоните 
582,,09Г2С,,,,35К3 ,,Балка  сварная, ,звоните 
583,,ст3,,,,40К1 ,,Балка  сварная, ,звоните 
584,,09Г2С,,,,40К1 ,,Балка  сварная, ,звоните 
585,,ст3,,,,40К2 ,,Балка  сварная, ,звоните 
586,,09Г2С,,,,40К2 ,,Балка  сварная, ,звоните 
587,,09Г2С,,,,60БС3 ,,Балка  сварная, ,звоните 
588,,09Г2С,,,,35К2 ,,Балка  сварная, ,звоните 
589,,ст3,,,,50Б1 ,,Балка  сварная, ,звоните 
590,,ст3,,,,40К3 ,,Балка  сварная, ,звоните 
591,,ст3,,,,50Б2 ,,Балка  сварная, ,звоните 
592,,09Г2С,,,,50Ш4 ,,Балка  сварная, ,звоните 
593,,09Г2С,,,,55Б1 ,,Балка  сварная, ,звоните 
594,,ст3,,,,55Б2 ,,Балка  сварная, ,звоните 
595,,09Г2С,,,,55Б2 ,,Балка  сварная, ,звоните 
596,,ст3,,,,55БС1 ,,Балка  сварная, ,звоните 
597,,09Г2С,,,,55БС1 ,,Балка  сварная, ,звоните 
598,,ст3,,,,55БС2 ,,Балка  сварная, ,звоните 
599,,09Г2С,,,,60БС1 ,,Балка  сварная, ,звоните 
600,,ст3,,,,60БС1 ,,Балка  сварная, ,звоните 
601,,09Г2С,,,,60Б2 ,,Балка  сварная, ,звоните 
602,,ст3,,,,60Б2 ,,Балка  сварная, ,звоните 
603,,09Г2С,,,,60Б1 ,,Балка  сварная, ,звоните 
604,,ст3,,,,60Б1 ,,Балка  сварная, ,звоните 
605,,09Г2С,,,,55БС2 ,,Балка  сварная, ,звоните 
606,,09Г2С,,,,50Б1 ,,Балка  сварная, ,звоните 
607,,ст3,,,,50Ш4 ,,Балка  сварная, ,звоните 
608,,09Г2С,,,,50Ш3 ,,Балка  сварная, ,звоните 
609,,ст3,,,,55Б1 ,,Балка  сварная, ,звоните 
610,,ст3,,,,50Ш3 ,,Балка  сварная, ,звоните 
611,,09Г2С,,,,50Б2 ,,Балка  сварная, ,звоните 
612,,ст3,,,,50Б3 ,,Балка  сварная, ,звоните 
613,,09Г2С,,,,50Б3 ,,Балка  сварная, ,звоните 
614,,ст3,,,,50БС1 ,,Балка  сварная, ,звоните 
615,,09Г2С,,,,50БС1 ,,Балка  сварная, ,звоните 
616,,ст3,,,,60БС2 ,,Балка  сварная, ,звоните 
617,,09Г2С,,,,50БС2 ,,Балка  сварная, ,звоните 
618,,ст3,,,,50БС3 ,,Балка  сварная, ,звоните 
619,,ст3,,,,50БС2 ,,Балка  сварная, ,звоните 
620,,ст3,,,,50БС4 ,,Балка  сварная, ,звоните 
621,,09Г2С,,,,50БС4 ,,Балка  сварная, ,звоните 
622,,ст3,,,,50Ш1 ,,Балка  сварная, ,звоните 
623,,09Г2С,,,,50Ш1 ,,Балка  сварная, ,звоните 
624,,09Г2С,,,,60БС2 ,,Балка  сварная, ,звоните 
625,,ст3,,,,50Ш2 ,,Балка  сварная, ,звоните 
626,,09Г2С,,,,50Ш2 ,,Балка  сварная, ,звоните 
627,,09Г2С,,,,50БС3 ,,Балка  сварная, ,звоните 
628,218.68 ,,,,, 24х110, ,Болты  , ,
629,435.53 ,,,,, 30х270, ,Болты  оцинк, ,
630,,,,,, 80,24 438.45 ,Вентиль  40кгс/см2 (4МПа) фланц. 15нж22нж, ,
631,,,,,, 150,4 967.87 ,Виброкомпенсатор  16кгс/см2 (1.6МПа) рез. фланц., ,
632,246.40 ,,,,, 22, ,Гайки  , ,
633,,ст20,,,, 32х3,39.60 ,Заглушка  (25) эллиптическая, ГОСТ 17379-2001 ,
634,,ст20,,,, 38х3,30.80 ,Заглушка  (32) эллиптическая, ГОСТ 17379-2001 ,
635,,ст20,,,, 57х3,48.40 ,Заглушка  (50) эллиптическая, ГОСТ 17379-2001 ,
636,,ст20,,,, 76х3.5,85.80 ,Заглушка  эллиптическая, ГОСТ 17379-2001 ,
637,,ст20,,,, 89х3.5,132.80 ,Заглушка  эллиптическая, ГОСТ 17379-2001 ,
638,,,,,198.00 100-500м, 13,,Канат  , ГОСТ 2688-80 ,
639,,,,,549.00 100-500м, 20,,Канат  , ГОСТ 7668-80 ,
640,,,,,223.00 100-500м, 24,,Канат  , ГОСТ 2688-80 ,
641,,,,,звоните , 45.5,,Канат  полимерным покрытием ПК Г В Н Р, ТУ 14-173-141-2015 ,
